Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12
